,lat,lon
0,39.14112415294484,-84.08623762389549
1,39.141125168298686,-84.086237183355
2,39.141127226448376,-84.086237183355
3,39.14112928459806,-84.086237183355
4,39.14113101344379,-84.08623670610278
5,39.14113307159348,-84.08623670610278
6,39.141134086947325,-84.08623626556229
7,39.14113614509701,-84.08623626556229
8,39.141137873942746,-84.08623578831009
9,39.14113993209243,-84.08623578831009
10,39.141140947446274,-84.08623534776959
11,39.141142676292006,-84.08623534776959
12,39.141144377695746,-84.08623487051739
13,39.141146106541484,-84.08623442997688
14,39.141147807945224,-84.08623395272468
15,39.141149536790955,-84.08623395272468
16,39.141151238194695,-84.08623351218418
17,39.14115296704043,-84.08623303493198
18,39.14115466844417,-84.08623259439149
19,39.141156397289905,-84.08623211713929
20,39.141158098693644,-84.08623211713929
21,39.14115947079344,-84.08623167659879
22,39.14116119963917,-84.08623119934659
23,39.14116290104291,-84.08623075880608
24,39.14116462988865,-84.08623028155388
25,39.14116633129239,-84.08622984101339
26,39.14116806013812,-84.08622936376118
27,39.14116976154186,-84.08622892322069
28,39.1411714903876,-84.08622844596849
29,39.14117319179134,-84.08622800542798
30,39.14117492063707,-84.08622752817578
31,39.14117662204081,-84.08622708763528
32,39.14117835088655,-84.08622661038308
33,39.14117972298634,-84.08622616984259
34,39.141181424390076,-84.08622569259038
35,39.141183153235815,-84.08622477479769
36,39.141184854639555,-84.08622433425718
37,39.141186583485286,-84.08622385700498
38,39.141188284889026,-84.08622341646448
39,39.141190013734764,-84.08622293921228
40,39.141191715138504,-84.08622249867179
41,39.14119308723829,-84.08622158087908
42,39.141194816084024,-84.08622110362688
43,39.141196517487764,-84.08622066308638
44,39.1411982463335,-84.08622018583418
45,39.14119994773724,-84.08621926804148
46,39.14120167658298,-84.08621882750099
47,39.14120337798671,-84.08621835024877
48,39.14120475008651,-84.08621743245608
49,39.14120647893224,-84.08621699191558
50,39.14120818033598,-84.08621607412289
51,39.14120990918172,-84.08621559687067
52,39.14121161058546,-84.08621515633018
53,39.141212982685246,-84.08621423853748
54,39.141214711530985,-84.08621376128528
55,39.141216412934725,-84.08621284349258
56,39.141218141780456,-84.08621240295209
57,39.141219843184196,-84.08621148515938
58,39.141221215283984,-84.08621100790718
59,39.14122294412972,-84.08621009011448
60,39.14122464553346,-84.08620964957397
61,39.141226374379194,-84.08620873178128
62,39.14122774647899,-84.08620781398858
63,39.14122944788273,-84.08620733673638
64,39.14123117672846,-84.08620641894368
65,39.1412328781322,-84.08620597840317
66,39.14123425023199,-84.08620506061048
67,39.14123597907773,-84.08620414281778
68,39.14123768048147,-84.08620366556558
69,39.1412394093272,-84.08620274777287
70,39.141240781426994,-84.08620182998017
71,39.141242482830734,-84.08620091218746
72,39.141244211676465,-84.08620047164698
73,39.141245583776254,-84.08619955385427
74,39.14124728517999,-84.08619863606157
75,39.14124901402573,-84.08619771826888
76,39.14125038612552,-84.08619680047617
77,39.14125208752926,-84.08619588268347
78,39.141253816375,-84.08619540543127
79,39.14125518847479,-84.08619448763856
80,39.14125688987853,-84.08619356984588
81,39.14125861872426,-84.08619265205317
82,39.141259990824054,-84.08619173426047
83,39.14126169222779,-84.08619081646776
84,39.141263421073525,-84.08618989867506
85,39.14126479317331,-84.08618898088237
86,39.14126649457705,-84.08618806308966
87,39.14126786667685,-84.08618714529696
88,39.14126959552258,-84.08618622750427
89,39.14127129692632,-84.08618530971157
90,39.14127266902611,-84.08618439191886
91,39.14127439787185,-84.08618347412616
92,39.141275769971635,-84.08618255633347
93,39.141277471375375,-84.08618163854076
94,39.14127884347516,-84.08618072074806
95,39.1412805723209,-84.08617936241487
96,39.14128194442069,-84.08617844462216
97,39.14128364582443,-84.08617752682946
98,39.14128501792422,-84.08617660903677
99,39.14128674676996,-84.08617569124407
100,39.141288118869745,-84.08617429619916
101,39.141289820273485,-84.08617337840646
102,39.141291192373274,-84.08617246061375
103,39.14129292121901,-84.08617154282106
104,39.1412942933188,-84.08617018448786
105,39.14129599472254,-84.08616926669517
106,39.14129736682233,-84.08616834890246
107,39.14129909566807,-84.08616695385756
108,39.141300467767856,-84.08616603606485
109,39.141302169171595,-84.08616511827216
110,39.141303541271384,-84.08616375993896
111,39.14130491337117,-84.08616284214627
112,39.141307328266805,-84.08616100656086
113,39.14130971572044,-84.08615917097546
114,39.14131177387013,-84.08615685813785
115,39.141314188765755,-84.08615502255245
116,39.14131624691544,-84.08615318696705
117,39.14131863436908,-84.08615091084116
118,39.14132069251876,-84.08614859800355
119,39.141322750668444,-84.08614676241815
120,39.141325165564076,-84.08614448629226
121,39.14132722371376,-84.08614217345465
122,39.14132928186345,-84.08613989732875
123,39.14133134001313,-84.08613758449114
124,39.141333398162814,-84.08613483111304
125,39.1413354563125,-84.08613255498715
126,39.14133715771624,-84.08613024214954
127,39.141339215865926,-84.08612748877144
128,39.14134127401561,-84.08612521264554
129,39.14134300286135,-84.08612245926744
130,39.14134470426509,-84.08611970588935
131,39.14134676241477,-84.08611739305174
132,39.1413484912605,-84.08611463967364
133,39.14135019266425,-84.08611188629554
134,39.14135192150998,-84.08610913291743
135,39.14135362291372,-84.08610637953933
136,39.14135535175946,-84.08610318562074
137,39.1413570531632,-84.08610043224263
138,39.14135878200893,-84.08609767886453
139,39.14136015410872,-84.08609492548644
140,39.14136185551246,-84.08609169485612
141,39.14136322761225,-84.08608894147802
142,39.141364956457984,-84.08608574755942
143,39.14136632855777,-84.08608251692912
144,39.14136770065757,-84.08607976355103
145,39.14136907275736,-84.08607656963243
146,39.141370444857145,-84.08607333900213
147,39.141371816956934,-84.08607014508353
148,39.14137318905672,-84.08606691445321
149,39.14137420441057,-84.08606372053463
150,39.14137557651036,-84.08606048990431
151,39.1413766193062,-84.08605729598571
152,39.14137799140599,-84.08605406535541
153,39.141379006759834,-84.08605087143681
154,39.14138004955567,-84.08604764080651
155,39.14138106490952,-84.08604444688791
156,39.14138210770536,-84.08604077571711
157,39.14138312305921,-84.08603754508681
158,39.141384165855044,-84.08603387391601
159,39.14138485190494,-84.0860306799974
160,39.14138586725878,-84.08602744936711
161,39.14138655330868,-84.0860237781963
162,39.14138723935857,-84.0860205842777
163,39.141388282154416,-84.0860169131069
164,39.14138896820431,-84.0860132419361
165,39.141389654254205,-84.0860100113058
166,39.141389983558156,-84.086006340135
167,39.14139066960805,-84.0860026689642
168,39.141391355657944,-84.0859994750456
169,39.14139171240389,-84.0859958038748
170,39.14139239845378,-84.08599213270399
171,39.14139272775773,-84.08598846153319
172,39.141393084503676,-84.08598523090289
173,39.14139341380763,-84.08598155973209
174,39.14139341380763,-84.08597972414668
175,39.14139341380763,-84.08597788856129
176,39.14139341380763,-84.08597605297588
177,39.14139341380763,-84.08597421739049
178,39.14139341380763,-84.08597238180508
179,39.141393084503676,-84.08597054621968
180,39.141393084503676,-84.08596827009379
181,39.14139272775773,-84.08596643450838
182,39.14139272775773,-84.08596459892298
183,39.14139239845378,-84.08596276333758
184,39.14139239845378,-84.08596092775218
185,39.14139204170784,-84.08595909216677
186,39.14139171240389,-84.08595725658138
187,39.141391355657944,-84.08595586153648
188,39.14139102635399,-84.08595402595107
189,39.14139066960805,-84.08595219036567
190,39.1413903403041,-84.08595035478027
191,39.141389983558156,-84.08594851919487
192,39.141389654254205,-84.08594668360946
193,39.14138929750826,-84.08594484802407
194,39.14138861145837,-84.08594301243866
195,39.141388282154416,-84.08594165410547
196,39.14138759610452,-84.08593981852007
197,39.14138723935857,-84.08593798293467
198,39.14138655330868,-84.08593614734927
199,39.14138622400473,-84.08593475230437
200,39.14138553795483,-84.08593291671896
201,39.14138485190494,-84.08593108113357
202,39.141384165855044,-84.08592972280037
203,39.14138347980515,-84.08592788721496
204,39.141382793755255,-84.08592649217006
205,39.14138210770536,-84.08592465658467
206,39.14138142165547,-84.08592329825146
207,39.14138073560557,-84.08592146266606
208,39.14138004955567,-84.08592006762116
209,39.14137936350578,-84.08591823203577
210,39.14137832070994,-84.08591687370256
211,39.141377634660046,-84.08591547865765
212,39.14137694861015,-84.08591412032446
213,39.141375933256306,-84.08591228473907
214,39.14137524720641,-84.08591088969416
215,39.14137420441057,-84.08590953136095
216,39.14137318905672,-84.08590813631605
217,39.14137250300683,-84.08590677798286
218,39.14137146021099,-84.08590538293795
219,39.141370444857145,-84.08590402460476
220,39.1413694020613,-84.08590262955985
221,39.14136838670746,-84.08590171176715
222,39.14136734391162,-84.08590035343396
223,39.14136632855777,-84.08589895838905
224,39.141365285761935,-84.08589760005586
225,39.14136427040809,-84.08589668226315
226,39.14136322761225,-84.08589528721825
227,39.14136221225841,-84.08589436942555
228,39.14136116946256,-84.08589301109235
229,39.141359797362774,-84.08589209329965
230,39.14135878200893,-84.08589117550696
231,39.14135773921309,-84.08588978046205
232,39.1413563671133,-84.08588886266935
233,39.14135535175946,-84.08588794487665
234,39.14135397965966,-84.08588702708394
235,39.141352936863825,-84.08588610929125
236,39.14135156476404,-84.08588519149855
237,39.14135054941019,-84.08588427370584
238,39.1413491773104,-84.08588335591314
239,39.14134813451456,-84.08588243812045
240,39.14134676241477,-84.08588152032775
241,39.14134539031498,-84.08588107978724
242,39.14134401821519,-84.08588016199455
243,39.14134300286135,-84.08587968474234
244,39.14134163076155,-84.08587876694965
245,39.141340258661764,-84.08587832640914
246,39.141338886561975,-84.08587740861644
247,39.14133751446219,-84.08587693136424
248,39.14133647166634,-84.08587649082375
249,39.141335099566554,-84.08587601357155
250,39.141333727466765,-84.08587557303105
251,39.14133235536698,-84.08587509577885
252,39.14133098326718,-84.08587465523834
253,39.14132961116739,-84.08587417798614
254,39.141328239067604,-84.08587373744564
255,39.141326866967816,-84.08587373744564
256,39.14132549486803,-84.08587326019344
257,39.14132412276823,-84.08587281965295
258,39.141322750668444,-84.08587281965295
259,39.141321378568655,-84.08587234240073
260,39.14132000646887,-84.08587234240073
261,39.14131863436908,-84.08587234240073
262,39.14131726226928,-84.08587234240073
263,39.141315890169494,-84.08587190186024
264,39.141314518069706,-84.08587190186024
265,39.14131314596992,-84.08587190186024
266,39.14131177387013,-84.08587190186024
267,39.14131040177033,-84.08587190186024
268,39.141309029670545,-84.08587234240073
269,39.141307657570756,-84.08587234240073
270,39.14130628547097,-84.08587234240073
271,39.14130491337117,-84.08587281965295
272,39.141303541271384,-84.08587281965295
273,39.14130252591754,-84.08587326019344
274,39.14130115381775,-84.08587326019344
275,39.14129978171796,-84.08587373744564
276,39.14129840961817,-84.08587417798614
277,39.14129703751838,-84.08587417798614
278,39.14129566541859,-84.08587465523834
279,39.1412942933188,-84.08587509577885
280,39.14129292121901,-84.08587557303105
281,39.141291549119224,-84.08587601357155
282,39.14129017701943,-84.08587649082375
283,39.14128913422359,-84.08587740861644
284,39.1412877621238,-84.08587784915694
285,39.141286390024014,-84.08587832640914
286,39.14128501792422,-84.08587924420185
287,39.14128400257037,-84.08587968474234
288,39.141282630470585,-84.08588060253504
289,39.141281258370796,-84.08588107978724
290,39.14127988627101,-84.08588199757995
291,39.14127884347516,-84.08588291537265
292,39.141277471375375,-84.08588335591314
293,39.14127645602153,-84.08588427370584
294,39.14127508392174,-84.08588519149855
295,39.141274041125904,-84.08588610929125
296,39.14127266902611,-84.08588702708394
297,39.14127165367226,-84.08588794487665
298,39.141270281572474,-84.08588886266935
299,39.14126923877664,-84.08589025771425
300,39.14126822342279,-84.08589117550696
301,39.141267180626954,-84.08589209329965
302,39.14126580852716,-84.08589301109235
303,39.14126479317331,-84.08589436942555
304,39.141263750377476,-84.08589528721825
305,39.14126273502363,-84.08589668226315
306,39.14126169222779,-84.08589760005586
307,39.14126067687395,-84.08589895838905
308,39.141259634078104,-84.08590035343396
309,39.14125861872426,-84.08590171176715
310,39.14125757592842,-84.08590262955985
311,39.141256560574575,-84.08590402460476
312,39.14125551777874,-84.08590538293795
313,39.141254831728844,-84.08590677798286
314,39.141253816375,-84.08590813631605
315,39.141252773579154,-84.08590953136095
316,39.14120955243577,-84.08596551671567
317,39.14120853708193,-84.08596687504888
318,39.141207494286085,-84.08596827009379
319,39.14120647893224,-84.08596918788648
320,39.1412054361364,-84.08597010567918
321,39.14120442078256,-84.08597146401237
322,39.14120337798671,-84.08597285905728
323,39.141202362632875,-84.08597377684998
324,39.14120131983703,-84.08597513518318
325,39.141200304483185,-84.08597653022808
326,39.14119926168735,-84.08597744802078
327,39.1411982463335,-84.08597836581349
328,39.141197203537665,-84.08597972414668
329,39.14119618818382,-84.08598064193939
330,39.141195145387975,-84.08598155973209
331,39.14119413003413,-84.08598247752478
332,39.14119308723829,-84.08598387256968
333,39.14119207188445,-84.08598431311019
334,39.14119102908861,-84.08598570815509
335,39.141190013734764,-84.08598614869558
336,39.14118897093892,-84.08598754374049
337,39.141187955585075,-84.08598798428099
