,ACRES,lat,lon
318,18.16,41.694140000000004,-87.70328999999987
319,0.07,41.963195794444346,-87.69850930868671
320,0.66,42.00372118627414,-87.65806654411683
321,0.78,41.90629351661185,-87.73027524116445
322,198.98,41.71779644508562,-87.53153189359543
323,7.14,41.706312586536285,-87.52909149175763
324,80.0,41.78827131986828,-87.59646713858358
325,0.98,42.00240623492181,-87.81850584705626
326,0.17,42.02133789566889,-87.67313787987369
327,0.14,41.980013471550706,-87.66004844576902
328,1.18,41.941123045102984,-87.71452093500932
329,0.19,41.782295352111795,-87.59476373159039
330,0.37,41.76771195305439,-87.58939894317272
331,4.41,41.97572569517331,-87.77889328426028
332,0.98,41.87308397236991,-87.68506647949592
333,0.48,41.888705639096074,-87.74927358256419
334,1.81,41.869872017371854,-87.71553942874213
335,0.35,41.838154401724914,-87.6426861386936
336,17.39,41.85700763775876,-87.67112150533424
337,4.35,41.68131211289568,-87.65549271225042
338,0.64,41.85758078907663,-87.65876903062718
339,8.91,41.78415876485127,-87.76197446429444
340,2.5,41.813990680663416,-87.5968030911139
341,11.34,42.00988000000007,-87.66939999999994
342,2.6,41.70528829796961,-87.63157251035274
343,1.03,41.99198243630007,-87.79850751731003
344,5.39,41.840550176780745,-87.66587552032554
345,15.64,41.67069216787331,-87.632054536857
346,12.33,41.81305484511148,-87.75137721322997
347,0.3,41.84436269126238,-87.66051993335817
348,0.11,41.916008367566974,-87.64902861063467
349,16.26,41.747356590549835,-87.67313800388732
350,9.22,42.00721071322317,-87.77808245617607
351,10.0,41.841367010525445,-87.64959693466687
352,0.14,41.81297972282735,-87.61570665840489
353,0.14,41.774820787777514,-87.67128934254377
354,5.22,41.781655397968834,-87.62898329995863
355,0.18,41.91086737008094,-87.72750839406686
356,0.21,41.79132885556226,-87.65958403914692
357,1.32,41.95109006650025,-87.65689178585939
358,0.83,41.84586200508689,-87.69275648329338
359,0.31,41.97777297931205,-87.75431848019156
360,9.24,41.95393191408374,-87.69122572526284
361,0.14,41.86026560821678,-87.70905357277866
362,25.82,42.01502331891614,-87.69722502596593
363,0.42,41.94404379564039,-87.70644680466722
364,0.22,41.846230000000105,-87.71839999999997
365,1.32,41.791344140064204,-87.73694106533623
366,0.96,41.88292999999999,-87.64358999999996
367,7.86,41.95265061044733,-87.72498260674732
368,184.72,41.881547841953854,-87.71591721655672
369,0.58,41.79553912964914,-87.63431303057952
370,4.57,41.96794833279387,-87.66934673951792
371,0.71,42.00408467051932,-87.81811468589707
372,0.2,41.79230775432685,-87.64396202896899
373,3.87,41.71733100831278,-87.55564215675622
374,0.28,41.77072168368506,-87.56817424824344
375,0.2,41.898620595805355,-87.6268015693875
376,0.88,42.02074579943063,-87.6706256233563
377,2.16,42.00256811288705,-87.65783297330148
378,0.15,41.94356866736221,-87.64699653193412
379,13.06,41.70826182926257,-87.6831926368982
380,0.16,41.77499332425278,-87.59613996010869
381,0.21,41.79602112290249,-87.58534960138121
382,8.13,41.98895978601249,-87.66866128477935
383,0.24,41.72250721680952,-87.56581048478019
384,1.08,41.79798471680102,-87.59074419562707
385,0.94,41.82989607617184,-87.69841765816344
386,6.81,41.89430397480294,-87.72611401830324
387,2.34,41.99438413103115,-87.67579531743584
388,48.21,41.69141451418008,-87.71368390704849
389,25.04,41.707541942177976,-87.60373417753736
390,16.56,41.712690000000066,-87.55551000000003
391,0.64,41.91640320580103,-87.64189713681426
392,0.21,41.782278068739394,-87.65085501217841
393,0.14,41.968874726129485,-87.7479865105013
394,0.48,41.77730430722661,-87.79868932351692
395,36.48,41.95506808167233,-87.7621920751551
396,0.88,41.765982603180305,-87.5802613221388
397,0.14,41.883099921946,-87.75169726622529
398,23.2,41.74139826378999,-87.65763212522916
399,0.18,41.77809329329945,-87.5930783829994
400,1.94,41.83926916304291,-87.65366844119069
401,0.37,41.9218178051302,-87.6632048189209
402,4.72,41.71392351300701,-87.63095373434795
403,2.18,41.76229372632614,-87.55882582673209
404,40.48,41.69271709407591,-87.61818119094679
405,0.2,41.99330384144543,-87.68860420242433
406,2.01,42.00825000000003,-87.69558
407,2.7,41.79672531391511,-87.59976090787049
408,12.33,41.704483995705026,-87.63796824326396
409,2.19,41.845090000000084,-87.62737999999996
410,0.11,41.7826928699435,-87.59139106177679
411,3.55,41.728392397940674,-87.6746631658291
412,18.43,41.73310768834484,-87.55555049884033
413,0.16,41.79305566233033,-87.64642275942403
414,51.73,41.98585720184405,-87.72842767593355
415,5.31,41.73244386404232,-87.60207299959605
416,0.44,41.91391294723866,-87.70517328492383
417,5.36,41.702625366216125,-87.68705830121839
418,1.79,41.97877262519412,-87.83896855207797
419,9.31,41.82435636976093,-87.60512717223385
420,0.14,41.9746501356112,-87.66044427956284
421,0.25,41.7922717996933,-87.62069716882426
422,5.48,41.88792967782139,-87.77347306103921
423,10.84,41.75886982938738,-87.57574285846698
424,1.97,41.93966,-87.65668
425,0.76,41.95536271146273,-87.75216447389278
426,1.2,41.71307146016826,-87.56811112487028
427,0.13,41.749094195403984,-87.62286472600692
428,0.13,41.93900999129732,-87.65242716465252
429,2.29,41.88324000000006,-87.6291
430,1.91,41.776039999999966,-87.63983999999999
431,0.12,41.85724700848746,-87.71155724599977
432,0.29,41.87615925641151,-87.7086798973381
433,0.3,41.96800484029402,-87.75265158089198
434,16.79,41.702483087590934,-87.64760634977873
435,2.31,42.00561046024516,-87.6587418876996
436,0.32,42.00472247892974,-87.65844728500072
437,0.09,41.91495886137757,-87.65332285475117
438,0.07,41.98760227343633,-87.8035774925921
439,0.11,41.86090565257723,-87.7116668621937
440,17.35,41.90466174990119,-87.75574100187293
441,0.99,41.80438996449631,-87.65763940588994
442,10.11,41.83814874007337,-87.61334446983203
443,0.16,41.96314269858135,-87.69480494835405
444,0.68,41.906928576116165,-87.71794964733436
445,1.65,41.912226924319704,-87.73363773298594
446,17.76,41.78381354353519,-87.67409332386784
447,3.95,41.78782388465688,-87.66919966130989
448,3.33,41.86477993410835,-87.65877142270114
449,0.31,41.78415225636046,-87.64278433276343
450,2.35,41.81247736072954,-87.5993681671407
451,15.78,41.97296093636328,-87.72208214625773
452,1.26,41.796974169033724,-87.67791788275771
453,0.23,41.969939075840855,-87.6576053599007
454,0.55,41.74958541811261,-87.5962940973076
455,2.72,41.92115000000007,-87.70218999999997
456,1.4,41.96859889546024,-87.69660624272714
457,174.01,41.862426996719684,-87.70182814973508
458,0.62,42.017269810521945,-87.6634126109658
459,0.21,41.81576481654484,-87.61823525450735
460,20.19,41.73041578589959,-87.61190764960114
461,29.22,41.77413000000007,-87.71231
462,21.62,42.01048498319744,-87.66117255469756
463,15.1,41.963097217331324,-87.6873544283728
464,0.43,41.814561547659395,-87.72756310795309
465,2.88,41.69419058904009,-87.66893960036333
466,22.93,41.83689532007749,-87.72922973800664
467,0.14,41.87112344764357,-87.69445903991468
468,1.02,41.910765224265056,-87.71501213124064
469,2.5,41.76370369690935,-87.59934053704187
470,1.01,41.79780887034275,-87.64532444843951
471,6.23,41.922695995973406,-87.75124728870875
472,64.14,41.761489999999924,-87.56871999999998
473,22.24,41.98585720184405,-87.72842767593355
474,0.42,41.89183162048633,-87.7246748037752
475,8.19,41.80302567756718,-87.66990815817904
476,0.21,41.81061911795111,-87.61013919137714
477,0.28,41.741054770427425,-87.64851549138245
478,3.69,41.89684863138387,-87.62118802533182
479,18.57,41.979752471520555,-87.81386669629548
480,0.07,41.85396414076553,-87.71240383403943
481,0.51,41.77458348452712,-87.62779942846547
482,0.18,41.966212457545296,-87.66250843047354
483,1.83,41.98994951707589,-87.80449819965555
484,1.7,41.88020000000006,-87.72311000000002
485,0.13,42.01729757621276,-87.67037488566595
486,0.29,41.77417318914402,-87.59856650711382
487,0.22,41.96876318506586,-87.68163591667582
488,7.51,41.82805208556866,-87.62656559279442
489,3.1,41.74405000000007,-87.60523
490,0.16,41.81417092817829,-87.59549182260967
491,1.35,41.89684062830077,-87.6732900968898
492,0.39,41.966419635850755,-87.69779267688513
493,7.55,41.99037330616977,-87.71005660354297
494,324.7,41.86725000000007,-87.62087999999994
495,0.63,41.95814460814024,-87.65634984035684
496,0.56,41.8363757954521,-87.6664257202354
497,0.99,41.68923650444839,-87.60591794578804
498,1.89,41.998714681026634,-87.79744009353237
499,0.29,41.94806567482455,-87.66652459688436
500,1.01,41.99248187596033,-87.80555118896103
501,3.93,41.804051738092696,-87.60636239949014
502,1.95,41.87684232162447,-87.74119357376132
503,0.57,41.9937727434405,-87.65552171568618
504,5.28,41.94099278508439,-87.70050716090475
505,0.88,41.9718113101341,-87.65481730716724
506,12.74,41.733697805787244,-87.54156862135358
507,21.56,41.94318126924641,-87.6938340897585
508,118.42,41.65917157245872,-87.55935035662864
509,0.56,41.802195375235904,-87.59972330742981
510,2.53,41.82603372296957,-87.63143277940938
511,5.76,41.88898696426592,-87.76339047119167
512,6.39,41.75418260905677,-87.65406567406392
513,13.32,41.918953524199324,-87.64716334581394
514,4.7,41.921738021921556,-87.73897905902746
515,0.19,41.90169116086048,-87.62796648870847
516,13.22,41.80399883062354,-87.73562247741008
517,7.74,41.78474219649366,-87.79617301343369
518,0.16,42.004467508894585,-87.66241713234905
519,1.18,41.87163056655968,-87.72295084746472
520,2.12,41.91256404513937,-87.7686996000414
521,0.34,41.918747387097355,-87.77669183591487
522,2.85,41.99281141928152,-87.77830316817563
523,0.32,41.84827120012017,-87.63475430693008
524,60.54,41.77591669981747,-87.65446998072692
525,12.15,41.80213530707324,-87.7485258650223
526,0.15,41.91822762701135,-87.71020197910406
527,8.16,41.936520770522,-87.68060487558624
528,13.44,41.863333409473384,-87.65908337975732
529,0.8,41.80201385517387,-87.6809044730743
530,0.01,41.845090000000084,-87.62737999999996
531,1.5,41.69199440842253,-87.6715061937844
532,8.06,41.93064292938927,-87.72331905919202
533,0.12,41.70348915878308,-87.53652862909928
534,0.63,41.940898013713266,-87.72325839543788
535,0.07,41.95708040464507,-87.66550419021144
536,6.51,41.90509309756561,-87.64425300173957
537,9.03,41.72129530234042,-87.64743984964792
538,0.46,41.913068067405,-87.65243755879715
539,0.07,41.89636631098824,-87.71097410655602
540,3.17,41.86406212882867,-87.71297097741018
541,20.3,41.73872925819764,-87.6962147349141
542,10.5,41.81245740046775,-87.63416660754879
543,0.2,41.68430219223602,-87.67808956145417
544,1.04,41.750524984414255,-87.65538357982251
545,0.5,41.928184596819825,-87.69137597281315
546,3.69,41.90318000000002,-87.68408
547,2.75,41.98848106994233,-87.7857683351954
548,4.25,41.92752127772134,-87.66586711031468
549,0.34,41.651672686192434,-87.53736736304144
550,13.06,42.00866637970455,-87.6922073994986
551,0.36,41.91390722705534,-87.7179533250964
552,0.29,41.936873352893734,-87.67210134222654
553,17.62,41.685479923763985,-87.53653388213598
554,0.34,41.847844025773036,-87.71128578613951
555,0.29,41.75771290874223,-87.59920670615877
556,0.14,41.983642632157384,-87.72853825121577
557,0.17,41.77719801234451,-87.59458365498085
558,0.17,41.85290579805472,-87.71021147447756
559,1.71,41.999061620431576,-87.66941065141224
560,0.14,41.92720085480701,-87.70228735364569
561,6.2,41.776037107986554,-87.75112378358243
562,0.23,41.76159692979972,-87.60429085094485
563,0.06,41.923687445353835,-87.63937837030605
564,1.91,41.92230000000001,-87.65132999999997
565,542.89,41.77871315945346,-87.58634165308793
566,2.24,41.76166984988256,-87.58361657437297
567,9.82,41.89168458380353,-87.6898317695816
568,0.14,41.907035621425315,-87.68845558574917
569,0.28,41.901420421828625,-87.71463592880455
570,4.59,41.6722893273225,-87.64989065298528
571,6.02,41.903093522060594,-87.68544083056503
572,26.6,41.8425511324398,-87.64646224645044
573,6.21,41.81831538343677,-87.62639429120034
574,18.52,41.704641299234446,-87.56563479261322
575,49.15,41.98314723555949,-87.70701937698654
576,0.44,41.92980828953706,-87.65365278713423
577,4.07,41.718412888271324,-87.56457023147516
578,10.39,41.79806314688307,-87.59308069515362
579,2.78,42.00400392568023,-87.70465195350572
580,1.29,41.89885112746819,-87.63962547412498
